編號,拾獲地點,送交單位,動物類別,品種,年紀,體型,毛色,動物性別,公告時間,晶片號碼,備註
1040429-C3,金湖鎮,清潔隊,貓,Mix,幼,小,黃虎斑,公,04.29-05.10,無,
1040429-C4,金湖鎮,清潔隊,貓,Mix,幼,小,灰黃虎斑,母,04.29-05.10,無,
1040429-C5,金湖鎮,清潔隊,貓,Mix,幼,小,灰黃虎斑,母,04.29-05.10,無,
1040430-C1,金湖鎮,清潔隊,貓,Mix,成,中,黑,公,04.30-05.11,無,
1040430-C2,金湖鎮,清潔隊,貓,Mix,成,中,褐黃虎斑,母,04.30-05.11,無,
1040504-C1,金湖鎮,清潔隊,貓,Mix,成,中,黑白,公,05.04-05.15,無,
1040505-01,金湖鎮,清潔隊,犬,Mix,成,大,棕,公,05.05-05.16,無,紅帆布頸圈
1040505-02,金城鎮,清潔隊,犬,Mix,幼,小,黑棕,公,05.05-05.16,無,
1040505-03,金城鎮,清潔隊,犬,Mix,幼,小,黑棕,母,05.05-05.16,無,
1040505-04,金寧鄉,清潔隊,犬,Mix,成,大,黑,母,05.05-05.16,無,
1040505-05,金寧鄉,清潔隊,犬,Mix,幼,小,黑,母,05.05-05.16,無,
1040505-06,金寧鄉,清潔隊,犬,Mix,幼,小,黑,公,05.05-05.16,無,
1040505-07,金寧鄉,清潔隊,犬,Mix,幼,小,黑,公,05.05-05.16,無,
1040505-08,金寧鄉,清潔隊,犬,Mix,幼,小,黑,公,05.05-05.16,無,
1040505-09,金寧鄉,清潔隊,犬,Mix,幼,小,黑,公,05.05-05.16,無,
1040505-10,金寧鄉,清潔隊,犬,Mix,幼,小,黑,公,05.05-05.16,無,
1040505-11,金寧鄉,清潔隊,犬,Mix,幼,小,黑,母,05.05-05.16,無,
1040505-12,金寧鄉,清潔隊,犬,Mix,幼,小,黑,母,05.05-05.16,無,
1040506-C1,金湖鎮,清潔隊,貓,Mix,成,中,褐虎斑,母,05.06-05.17,無,
1040506-C2,金湖鎮,清潔隊,貓,Mix,成,中,褐黃虎斑,母,05.06-05.17,無,
1040506-C3,金湖鎮,清潔隊,貓,Mix,成,中,白灰,公,05.06-05.17,無,
1040506-C4,金湖鎮,清潔隊,貓,Mix,成,中,褐虎斑,公,05.06-05.17,無,
1040506-C5,金湖鎮,清潔隊,貓,Mix,成,中,灰虎班白,公,05.06-05.17,無,
1040506-C6,金湖鎮,清潔隊,貓,Mix,成,中,灰虎班白,母,05.06-05.17,無,
1040508-01,金湖鎮,清潔隊,犬,Mix,成,大,黑,母,05.08-05.19,無,咖啡皮革頸圈
1040508-02,金寧鄉,清潔隊,犬,Mix,幼,中,黑棕,公,05.08-05.19,無,
1040508-03,金寧鄉,清潔隊,犬,Mix,幼,中,黑白,母,05.08-05.19,無,
1040508-C1,金湖鎮,清潔隊,貓,Mix,成,中,黑,公,05.08-05.19,無,
1040508-C2,金湖鎮,清潔隊,貓,Mix,成,中,褐黃虎斑,母,05.08-05.19,無,
1040508-C3,金湖鎮,清潔隊,貓,Mix,成,中,灰虎斑,公,05.08-05.19,無,
1040508-C4,金湖鎮,清潔隊,貓,Mix,成,中,褐虎斑,公,05.08-05.19,無,
1040508-C5,金湖鎮,清潔隊,貓,Mix,成,中,褐虎斑,公,05.08-05.19,無,
1040508-C6,金湖鎮,清潔隊,貓,Mix,成,中,褐虎斑,公,05.08-05.19,無,
1040511-01,金寧鄉,清潔隊,犬,Mix,成,大,黃,母,05.11-05.22,無,
1040511-02,金城鎮,清潔隊,犬,Mix,成,大,黃,公,05.11-05.22,無,
1040511-03,金城鎮,清潔隊,犬,Mix,成,大,黃,母,05.11-05.22,無,
1040511-04,金沙鎮,清潔隊,犬,Mix,成,大,黑棕,母,05.11-05.22,無,
1040512-01,金城鎮,清潔隊,犬,Mix,成,大,黑,母,05.12-05.23,無,
1040512-C1,金湖鎮,清潔隊,貓,Mix,成,中,褐虎斑,公,05.12-05.23,無,
1040512-C2,金湖鎮,清潔隊,貓,Mix,成,中,褐虎斑,母,05.12-05.23,無,
1040513-01,金城鎮,民,,,,,,,,,
1040513-02,金湖鎮,清潔隊,犬,Mix,幼,小,黑棕,公,05.13-05.24,無,
1040513-03,金湖鎮,清潔隊,犬,Mix,幼,小,黑棕,公,05.13-05.24,無,
1040513-04,金湖鎮,清潔隊,犬,Mix,幼,小,黑,公,05.13-05.24,無,
1040513-05,金湖鎮,清潔隊,犬,Mix,幼,小,棕,母,05.13-05.24,無,
1040513-06,金湖鎮,清潔隊,犬,Mix,幼,小,黃,母,05.13-05.24,無,
1040513-07,金寧鄉,清潔隊,犬,Mix,成,大,黑,母,05.13-05.24,900138000493724,
1040513-08,金寧鄉,清潔隊,犬,Mix,成,大,黑棕,公,05.13-05.24,900138000493864,
1040513-09,金寧鄉,清潔隊,犬,Mix,成,大,黑棕,公,05.13-05.24,無,
1040513-10,金寧鄉,清潔隊,犬,Mix,成,大,黑白棕,公,05.13-05.24,無,
1040513-C1,金寧鄉,清潔隊,貓,Mix,成,中,褐虎斑,母,05.13-05.24,無,
1040513-C2,金寧鄉,清潔隊,貓,Mix,成,中,灰虎斑,母,05.13-05.24,無,
1040514-01,金寧鄉,清潔隊,犬,Mix,幼,中,米黃,公,05.15-05.26,無,
1040514-02,金寧鄉,清潔隊,犬,Mix,幼,中,棕,母,05.15-05.26,無,
1040514-C1,金城鎮,清潔隊,貓,Mix,成,中,黑白,公,05.15-05.26,無,
1040514-C2,金寧鄉,清潔隊,貓,Mix,成,中,灰虎斑,母,05.15-05.26,無,
1040514-C3,金寧鄉,清潔隊,貓,Mix,成,中,褐虎斑,母,05.15-05.26,無,
1040515-01,金城鎮,清潔隊,犬,Mix,成,大,白花,母,05.15-05.26,無,
1040515-02,金湖鎮,清潔隊,犬,Mix,成,大,黑,母,05.15-05.26,無,
1040515-C1,金寧鄉,清潔隊,貓,Mix,成,中,灰虎斑,公,05.15-05.26,無,
1040515-C2,金寧鄉,清潔隊,貓,Mix,成,中,黑,母,05.15-05.26,無,
1040515-C3,金寧鄉,清潔隊,貓,Mix,成,中,黑,母,05.15-05.26,無,
1040516-01,金城鎮,民,,,,,,,,,
1040518-01,金寧鄉,清潔隊,犬,Mix,幼,小,棕灰,公,05.18-05.29,無,
1040518-C1,金湖鎮,清潔隊,貓,Mix,成,中,玳瑁,母,05.18-05.29,無,
1040519-01,金城鎮,民,,,,,,,,,
1040520-01,金城鎮,Mix,犬,Mix,成,大,黑棕,母,05.21-06.01,無,
1040520-02,金城鎮,Mix,犬,Mix,幼,小,黑黃,公,05.21-06.01,無,
1040520-03,金湖鎮,Mix,犬,Mix,幼,小,黑,公,05.21-06.01,無,
1040520-04,金湖鎮,Mix,犬,Mix,幼,小,虎斑,母,05.21-06.01,無,
1040520-05,金湖鎮,Mix,犬,Mix,幼,小,白,公,05.21-06.01,無,
1040520-06,金湖鎮,Mix,犬,Mix,幼,小,黑棕,公,05.21-06.01,無,
1040520-07,金湖鎮,Mix,犬,Mix,幼,小,黑,母,05.21-06.01,無,
1040520-08,金湖鎮,Mix,犬,Mix,幼,小,黑棕,母,05.21-06.01,無,
1040521-01,金湖鎮,Mix,犬,Mix,幼,小,黑黃,母,05.21-06.01,無,
1040521-02,金城鎮,Mix,犬,Mix,幼,中,黑棕,公,05.21-06.01,無,
1040521-03,金湖鎮,Mix,犬,Mix,成,大,黃灰,母,05.21-06.01,無,
1040521-04,金城鎮,Mix,犬,Mix,成,大,黑,公,05.21-06.01,無,
1040522-01,金城鎮,Mix,犬,Mix,成,大,黑白,公,05.22-06.02,無,
1040522-02,金城鎮,Mix,犬,Mix,成,大,黑,母,05.22-06.02,無,
1040522-03,金城鎮,Mix,犬,Mix,幼,小,黑,公,05.22-06.02,無,
1040522-04,金城鎮,Mix,犬,Mix,幼,小,黑,公,05.22-06.02,無,
1040522-05,金城鎮,Mix,犬,Mix,幼,小,黑,母,05.22-06.02,無,
1040522-06,金城鎮,Mix,犬,Mix,幼,小,米黃,母,05.22-06.02,無,
1040522-07,金湖鎮,Mix,犬,Mix,幼,小,黑,母,05.22-06.02,無,
1040522-08,金湖鎮,Mix,犬,Mix,幼,小,黑,母,05.22-06.02,無,
1040522-09,金湖鎮,Mix,犬,Mix,幼,小,黑,母,05.22-06.02,無,
1040522-10,金湖鎮,Mix,犬,Mix,幼,小,黑,母,05.22-06.02,無,
1040522-11,烈嶼鄉,Mix,犬,Mix,成,大,黑,母,05.22-06.02,無,紅色頸圈
1040522-12,烈嶼鄉,Mix,犬,Mix,幼,小,黑,公,05.22-06.02,無,
1040522-13,烈嶼鄉,Mix,犬,Mix,幼,小,黑,母,05.22-06.02,無,
1040522-14,烈嶼鄉,Mix,犬,Mix,幼,小,黑棕,公,05.22-06.02,無,
1040522-15,烈嶼鄉,Mix,犬,Mix,幼,小,黑棕,公,05.22-06.02,無,
1040522-16,烈嶼鄉,Mix,犬,Mix,幼,小,黑棕,公,05.22-06.02,無,
1040522-17,烈嶼鄉,Mix,犬,Mix,幼,小,黑棕,公,05.22-06.02,無,
1040522-18,烈嶼鄉,Mix,犬,Mix,幼,小,黑棕,母,05.22-06.02,無,
1040522-19,烈嶼鄉,Mix,犬,Mix,幼,小,棕灰,公,05.22-06.02,無,
1040522-20,金湖鎮,Mix,犬,Mix,幼,小,黑,母,05.22-06.02,無,
1040522-21,金湖鎮,Mix,犬,Mix,幼,小,黑,母,05.22-06.02,無,
1040525-01,金沙鎮,Mix,犬,Mix,成,大,黑黃,母,05.27-06.07,無,
1040526-01,金城鎮,Mix,犬,Mix,幼,中,棕灰,公,05.27-06.07,無,
1040526-C1,金湖鎮,Mix,貓,Mix,成,中,褐虎斑,公,05.27-06.07,無,
1040526-C2,金沙鎮,Mix,貓,Mix,成,中,褐虎斑,母,05.27-06.07,無,
1040526-C3,金沙鎮,Mix,貓,Mix,幼,小,褐虎斑,公,05.27-06.07,無,
1040527-01,金城鎮,Mix,犬,Mix,幼,中,黑,母,05.27-06.07,無,
1040527-02,金沙鎮,Mix,犬,Mix,幼,中,黃黑,公,05.27-06.07,無,
1040527-03,金沙鎮,Mix,犬,Mix,幼,中,黃黑,公,05.27-06.07,無,
1040527-04,金寧鄉,Mix,犬,Mix,成,大,棕,公,05.27-06.07,900004200007077,
1040527-05,金寧鄉,Mix,犬,Mix,成,大,棕,公,05.27-06.07,900004200007532,
1040527-06,金寧鄉,Mix,犬,Mix,成,大,棕,公,05.27-06.07,158100965363766,
1040527-07,金寧鄉,Mix,犬,Mix,成,大,黑,母,05.27-06.07,無,
1040527-08,金寧鄉,Mix,犬,Mix,幼,中,黑黃,母,05.27-06.07,無,
1040527-C1,金湖鎮,Mix,貓,Mix,成,中,褐虎斑,母,05.27-06.07,無,
1040527-C2,金湖鎮,Mix,貓,Mix,成,中,黃虎斑,公,05.27-06.07,無,
1040528-01,金沙鎮,Mix,犬,Mix,幼,中,灰黃,母,05.29-06.09,無,
1040528-02,金城鎮,Mix,犬,Mix,成,大,黑黃,公,05.29-06.09,無,
1040528-03,金城鎮,Mix,犬,Mix,幼,中,棕灰,母,05.29-06.09,無,
1040529-01,金沙鎮,Mix,犬,Mix,幼,小,黑黃,公,05.29-06.09,無,
1040529-02,金沙鎮,Mix,犬,Mix,幼,小,黃黑,母,05.29-06.09,無,
1040529-03,金沙鎮,Mix,犬,Mix,幼,小,黑黃,母,05.29-06.09,無,
1040529-C1,金湖鎮,Mix,貓,Mix,成,中,灰虎班白,公,05.29-06.09,無,
