_id,Name,Sex,Type,Build,Age,Variety,Reason,AcceptNum,ChipNum,IsSterilization,HairType,Note,Resettlement,Phone,Email,ChildreAnlong,AnimalAnlong,Bodyweight,ImageName
64,蔓蔓,雌,犬,中,成年,米克斯,動物救援,104021702,,未絕育,黑,"頸部環狀傷口
哈囉~我是蔓蔓，我的個性溫和友善，你可以給我良好的生活環境嗎?帶我回家吧!",臺北市動物之家 收容編號104021702,02-87913062,tcapoa8@mail.taipei.gov.tw,,,,http://163.29.39.183/uploads/images/medium/bd09019b-fff8-4964-8650-959d91fded42.jpg
65,栗子,雌,犬,小,年輕,貴賓,動物救援,104021723,,已絕育,棕,"右眼受傷已失明  
如欲認養， 請填寫網上申請
http://www.spca.org.tw/online-application.html",台灣防止虐待動物協會,02 2367-0317                 02 2367-1905,adoptions@spca.org.tw,,,,http://163.29.39.183/uploads/images/medium/9ba6b989-1673-4d27-851a-7bbe23f83b2a.jpg
66,小飛俠,雄,犬,小,成年,博美,動物救援,104021722,,已絕育,棕,"有心臟病 牙周病
如欲認養， 請填寫網上申請
http://www.spca.org.tw/online-application.html",台灣防止虐待動物協會,02 2367-0317                  01 2367-1905,adoptions@spca.org.tw,,,,http://163.29.39.183/uploads/images/medium/571b0efc-1a38-4400-996d-8b86411b9c0c.jpg
67,艾咪,雌,貓,小,年輕,米克斯,動物救援,104021717,,已絕育,虎斑,"如欲認養， 請填寫網上申請
http://www.spca.org.tw/online-application.html",台灣防止虐待動物協會,02 2367-0317           02 2367-1905,adoptions@spca.org.tw,,,,http://163.29.39.183/uploads/images/medium/1b5132a5-0c76-44a6-939b-4daf25ca2dff.jpg
68,菜菜,雌,貓,小,年輕,米克斯,動物救援,104021716,,已絕育,虎斑,"如欲認養， 請填寫網上申請
http://www.spca.org.tw/online-application.html",台灣防止虐待動物協會,02 2367-0317                   02 2367-1905,adoptions@spca.org.tw,,,,http://163.29.39.183/uploads/images/medium/06903c8c-fc60-41b7-99c9-a27177d02b60.jpg
69,小黃,雄,犬,中,年輕,米克斯,動物救援,104021714,,未絕育,棕,"如欲認養， 請填寫網上申請
http://www.spca.org.tw/online-application.html",台灣防止虐待動物協會,02 2367-0317               02 2367-1905,adoptions@spca.org.tw,,,,http://163.29.39.183/uploads/images/medium/f61afcdb-5763-4e40-ae62-3ec4b6694391.jpg
71,小乖,雄,犬,小,成年,貴賓,動物救援,104021711,,已絕育,棕,"有牙周病
如欲認養， 請填寫網上申請
http://www.spca.org.tw/online-application.html",台灣防止虐待動物協會,02 2367-0317                 02 2367-1905,adoptions@spca.org.tw,,,,http://163.29.39.183/uploads/images/medium/7204f8d4-5131-4640-8baf-079214ce1ae5.jpg
72,奇奇,雌,貓,小,成年,米克斯,動物救援,104021710,,已絕育,三花,"愛滋貓
如欲認養， 請填寫網上申請
http://www.spca.org.tw/online-application.html",台灣防止虐待動物協會,02 2367-0317                    02 2367-1905,adoptions@spca.com.tw,,,,
73,小小牛,雄,貓,小,年輕,米克斯,動物救援,104021709,,已絕育,黑白,"如欲認養， 請填寫網上申請
http://www.spca.org.tw/online-application.html",台灣防止虐待動物協會,02 2367-0317                 02 2367-1905,adoptions@spca.org.tw,,,,http://163.29.39.183/uploads/images/medium/10c87d41-c112-490d-924b-3023443ad0d3.jpg
74,琪琪,雌,貓,小,成年,米克斯,動物救援,104021708,,已絕育,三花,"如欲認養， 請填寫網上申請
http://www.spca.org.tw/online-application.html",台灣防止虐待動物協會,02 2367-0317                   02 2367-1905,adoptions@spca.org.tw,,,,
75,茉莉,雌,貓,小,成年,米克斯,動物救援,104021702,,已絕育,三花,"如欲認養， 請填寫網上申請
http://www.spca.org.tw/online-application.html",台灣防止虐待動物協會(Taiwan SPCA),02 2367-0317                02 2367-1905,adoptions@spca.org.tw,,,,http://163.29.39.183/uploads/images/medium/711417dd-5f75-418d-8f5f-788e319eefee.jpg
76,阿山哥,雄,貓,中,成年,米克斯,動物救援,104021306,,未絕育,虎斑白,"左剪耳
大家好!我是帥氣的阿山哥，新的一年，我希望有個溫暖的家能讓我依靠，所以您可以給我這個機會嗎?",臺北市動物之家 收容編號104021306,02-87913062,tcapoa8@mail.taipei.gov.tw,,,,http://163.29.39.183/uploads/images/medium/9cf8b389-16a1-48a3-987d-e41ed9d7e245.jpg
77,讀讀,雄,貓,中,老年,米克斯,民眾不擬續養,104021226,900073000029220,已絕育,黑,"左剪耳

我是讀讀
第一次見面讓我聞聞手認識你，就可以摸我溜~
我的個性超撒嬌
趕快來帶我回家啦！
",臺北市動物之家 收容編號104021226,02-87913062,tcapoa8@mail.taipei.gov.tw,,,,http://163.29.39.183/uploads/images/medium/b4312820-c651-4e76-bbbc-25741c8dde2c.jpg
78,圓寶,雄,貓,中,成年,米克斯,動物管制,104021010,,已絕育,虎斑,"左剪耳 已絕育
嗨~我的名字叫圓寶，我看起來臉圓圓的，是不是很討喜呀!想多了解我嗎?快來動物之家看看我吧!",臺北市動物之家 收容編號104021010,02-87913062,tcapoa8@mail.taipei.gov.tw,,,,http://163.29.39.183/uploads/images/medium/c4e45459-6504-49e0-a4ea-90eda75ac1e3.jpg
79,荷花,雌,貓,中,年輕,米克斯,動物救援,104020602,,未絕育,三花,"三肢外傷 左後肢截肢
我是少了一隻腳腳的荷花
我這麼努力接受治療又可以摸摸
趕快來動物之家帶我回家吧~
",臺北市動物之家 收容編號104020602,02-87913062,tcapoa8@mail.taipei.gov.tw,,,,http://163.29.39.183/uploads/images/medium/49d9cd1f-bdb2-42b0-ac49-1249f81757dd.jpg
80,寶絡,雌,犬,中,成年,米克斯,動物救援,104020401,,未絕育,黑,"腹部縫線痕
驗出心絲蟲(+)

我是寶絡
有點小害羞
不過摸摸我都可以接受唷
快來看看我
說不定我們超級合得來唷~",臺北市動物之家 收容編號104020401,02-87913062,tcapoa8@mail.taipei.gov.tw,,,,http://163.29.39.183/uploads/images/medium/52a354a9-6e07-4da4-89b7-fc74206fe68c.jpg
81,萬大,雄,貓,大,成年,米克斯,,104020403,,已絕育,黑,"姓名:萬大

性別:男

年齡:預估102年底出生的貓咪

個性:無敵好、非常親人、轉換環境幾乎無適應問題,非常適合新手或家庭飼養 

健康:已絕育、已除蚤、愛滋白血檢驗陰性


認養人需年滿21歲、學生需家長同意、需能接受認養前探訪(大台北地區優先)、簽立認養切結書、晶片登記
","臺北市流浪貓保護協會02-27261079(詢問時直接講貓名,不用講編號",0227261079,jingyi@so-net.net.tw,可,,5KG,http://163.29.39.183/uploads/images/medium/e0f9a66a-d351-4639-b8dc-595e60f3b39e.jpg
82,U莉,雌,犬,中,成年,米克斯,動物救援,104013103,,未絕育,黑,"我叫U莉
我的個性超級活潑陽光
趕快帶我回家當開心果吧~~",臺北市動物之家 收容編號104013103,02-87913062,tcapoa8@mail.taipei.gov.tw,,,,http://163.29.39.183/uploads/images/medium/d21b3f1f-a678-4a70-a21c-1861691be67c.jpg
83,貪吃鬼,雌,其他,大,成年,寵物兔,動物救援,104011603,,已絕育,黑白,"兔兔姓名：貪吃鬼
預估歲數：2014/03/03出生
性　　別：女生

三月初
一位民眾在桃園地區手機通信行附近救援到白兔一隻
先緊急帶回家時
白兔一口氣生了八隻小乳兔
由於通報人完全無經驗一時慌了手腳
志工緊急請通報人趕緊轉回愛兔之家做必要的照顧......
之後在愛兔之家的安置下
白兔媽媽養活了其中的六隻~",台北市愛兔協會,0922560178,service@rabbit.org.tw,需評估,需評估,,http://163.29.39.183/uploads/images/medium/16fffb6f-e6ce-4118-b7dd-46e0c3b4dba1.jpg
84,利瑪竇,雄,其他,大,成年,寵物兔,動物救援,104011601,,已絕育,棕白,"兔兔姓名：利瑪竇
預估歲數：約一歲（2014/10/08 救援兔僅能預估）
性　　別：男生

住在泰山地區的外籍大學生
之後因故返回家鄉
將兩隻兔子直接移棄在所居住的宿舍
該校的天主教傳教士發現後
隨即協助做緊急收容並帶兔兔給醫師做檢查
之後根據流程通報給愛兔協會
並在跟志工相約的時間
將兔兔帶到愛兔之家作後續的照顧
兩隻兔兔都有明顯的疥癬
暫時需做隔離照顧",台北市愛兔協會,0922560178,service@rabbit.org.tw,需評估,需評估,,http://163.29.39.183/uploads/images/medium/6822e52c-12e9-4c9c-9c94-a7dc911d33db.jpg
85,波Bar,雌,犬,中,老年,米克斯,動物救援,104011205,,未絕育,黃,你好~我的名字叫波Bar，我想要一個安穩的家，能給我良好的照顧，給我一個機會吧!,臺北市動物之家 收容編號104011205,02-87913062,tcapoa8@mail.taipei.gov.tw,,,,http://163.29.39.183/uploads/images/medium/ba34f33e-f625-4239-8a5c-71d4555fdfc0.jpg
86,曉曉,雌,犬,中,成年,米克斯,動物救援,104010703,,未絕育,白,"左前肢腫脹、有骨折舊傷 1/7-1/10送動物醫院急傷，左前肢膮尺骨遠端骨折(已長骨痂)予以外固定，2-3周拆線
大家好~我的名字叫曉曉，我需要一個安穩的家給我良好的照顧，給我一個感受溫暖的機會吧!",臺北市動物之家 收容編號104010703,02-87913062,tcapoa8@mail.taipei.gov.tw,,,,http://163.29.39.183/uploads/images/medium/8e914662-361d-472d-b777-2dde864202f7.jpg
87,肉丸,雄,貓,中,成年,米克斯,動物救援,104010308,900073000029978,已絕育,虎斑白,大家好!我是臉圓圓的肉丸，喜歡我嗎?快來動物之家看看我吧!,臺北市動物之家 收容編號104010308 ,02-87913062,tcapoa8@mail.taipei.gov.tw,,,,http://163.29.39.183/uploads/images/medium/6df77635-e75e-4f30-b652-28d4c0256d0f.jpg
88,小黑,雄,犬,中,成年,米克斯,民眾不擬續養,104010302,900138000178755,已絕育,黑,"我是小黑
我的個性乖乖的會坐下
很聽話也很顧家
如果需要忠心耿耿的狗勾帶我回家就對惹~",臺北市動物之家 收容編號104010302,02-87913062,tcapoa8@mail.taipei.gov.tw,,,,http://163.29.39.183/uploads/images/medium/8a0ef731-2f3d-433d-bab0-d4cacca510ca.jpg
89,三八痣,雌,其他,大,成年,寵物兔,動物救援,103123103,,已絕育,黑白,"兔兔姓名：三八痣
預估歲數：2014/03/03出生
性　　別：女生

三月初
一位民眾在桃園地區手機通信行附近救援到白兔一隻
先緊急帶回家時
白兔一口氣生了八隻小乳兔
由於通報人完全無經驗一時慌了手腳
志工緊急請通報人趕緊轉回愛兔之家做必要的照顧......
之後在愛兔之家的安置下
白兔媽媽養活了其中的六隻~",台北市愛兔協會,0922560178,service@rabbit.org.tw,需評估,需評估,,http://163.29.39.183/uploads/images/medium/da4f1eb9-d9b6-4351-af69-aa033cdcab83.jpg
90,煙銅管,雄,其他,大,成年,寵物兔,動物救援,103122401,,已絕育,白,"兔兔姓名：煙銅管
預估歲數：約一歲（2014/08/26 救援兔僅能預估）
性　　別：男生

瑞芳路邊的棄兔 - 煙銅管
通報人機車停在路邊回LINE
結果突然一隻兔子跑到機車的排氣管下
一時之間不知道怎麼辦
只好一路逐家問是不是有走失
結果都沒找到飼主
山區邊野狗又多
通報人只好先帶回家安置
並通報協會",台北市愛兔協會,0922560178,service@rabbit.org.tw,需評估,需評估,,http://163.29.39.183/uploads/images/medium/c82a23ee-ace1-4e1b-a469-1b6c72c22c41.jpg
103,佳佳,雄,犬,中,老年,米克斯,動物救援,103110405,,未絕育,黑,"左剪耳；未結紮；皮病
大家好~我的名字叫佳佳，希望您可以給我一個感受溫暖的機會，認養我吧!",臺北市動物之家 收容編號103110405,02-87913062,tcapoa8@mail.taipei.gov.tw,,,,http://163.29.39.183/uploads/images/medium/fbd68ad2-fafb-4609-89f3-17fbbb4701cf.jpg
91,獨目龍,雌,貓,中,成年,米克斯,動物救援,103122301,900073000029248,已絕育,虎斑,"右眼摘除
大家好~我是只有一隻眼睛的獨目龍
經過重大的創傷之後，我還是順利的活下來了~
我已經絕育也注射了晶片
現在，我只差一個溫暖的家囉~",臺北市動物之家 收容編號103122301,02-87913062,tcapoa8@mail.taipei.gov.tw,,,,http://163.29.39.183/uploads/images/medium/c27c9f37-c1e6-455d-a5ea-c931372ca7e6.jpg
92,小黑,雄,犬,中,成年,米克斯,民眾拾獲,103121604,,未絕育,黑,你好嗎?我是親人的小黑，有心絲蟲的我，很需要一個良好的生活環境，給我一個機會吧!,臺北市動物之家 收容編號103121604,02-87913062,tcapoa8@mail.taipei.gov.tw,,,,http://163.29.39.183/uploads/images/medium/be2ce784-1f6e-4765-8d5c-86c1e482a35f.jpg
93,濃濃,雌,犬,中,老年,米克斯,動物救援,103121304,,未絕育,黑,"壁蝨、股骨頭及腰薦骨折、無食慾、陰部紅棕色分泌物、疑似子宮蓄膿、右前肢腫脹、心絲蟲陽性
大家好~我的名字叫濃濃，有心絲蟲的我，很需要一個安穩的家，給我一個感受溫暖的機會吧!",臺北市動物之家 收容編號103121304,02-87913062,tcapoa8@mail.taipei.gov.tw,,,,http://163.29.39.183/uploads/images/medium/dab23718-e555-4a48-b0f6-dc020b64bf05.jpg
94,小莉,雄,犬,中,成年,米克斯,動物救援,103121006,,未絕育,黑,"嚴重皮病；左後肢斷掌
你好~我的名字叫小莉，害羞的我，很需要一個溫暖的家，給我一個機會吧!",臺北市動物之家 收容編號103121006,02-87913062,tcapoa8@mail.taipei.gov.tw,,,,http://163.29.39.183/uploads/images/medium/bdc0f94d-c387-44e8-a374-aa94c58526d1.jpg
95,ㄚ杰,雄,犬,中,年輕,米克斯,動物救援,103120104,,未絕育,白,"我是ㄚ杰
是個充滿好奇心
活力旺盛的可愛男生
喜歡與人互動
個性非常的親人唷
快來動物之家
把ㄚ傑我打包帶回家啦~~~",臺北市動物之家 收容編號103120104,02-87913062,tcapoa8@mail.taipei.gov.tw,,,,http://163.29.39.183/uploads/images/medium/815b017a-6e80-49fc-9d47-fc949d2c8b11.jpg
96,醬包,雌,貓,中,老年,米克斯,動物救援,103112111,900073000029215,已絕育,三花,"我是醬包~
看我的三花花紋很漂亮吧~
雖然我比較害羞，但是我是可以摸摸的唷~
新主人要有耐心跟毅力才能找到與我和平相處的方法唷~
",臺北市動物之家 收容編號103112111,02-87913062,tcapoa8@mail.taipei.gov.tw,,,,http://163.29.39.183/uploads/images/medium/cc925580-a0bd-46cd-a75b-dc847cf60223.jpg
104,金十字,雌,貓,中,成年,米克斯,動物救援,103110106,900073000029297,已絕育,虎斑,"車禍，頸部大面積傷口縫合
大家好!我的名字叫金十字，我曾經因為車禍受過一些傷，但現在已經痊癒囉!現在給我一個溫暖的家吧!",臺北市動物之家 收容編號103110106,02-87913062,tcapoa8@mail.taipei.gov.tw,,,,http://163.29.39.183/uploads/images/medium/075e6e7a-f524-40b5-9fc3-37f7dddf45ff.jpg
97,環肥,雄,其他,大,成年,寵物兔,動物救援,103112001,,已絕育,黃白,"兔兔姓名：環肥
預估歲數：約兩歲（2014/10/23 救援兔僅能預估）
性　　別：男生

愛兔協會志工執行收容關懷任務，並從收容所帶兔兔回來照顧的兔兔。本次關懷案件中一次共自各地收容所帶出4+2隻兔兔，其中兩隻(同一單位攜出)取名為環肥與燕瘦，另外四隻(另一單位攜出)的命名部份，事逢台灣正在進行總關冠軍決賽，因此志工將四隻兔兔分別以四支球隊做命名。(統一獅、兄弟象、義大犀牛、辣米糕)",台北市愛兔協會,0922560178,service@rabbit.org.tw,需評估,需評估,,http://163.29.39.183/uploads/images/medium/868bb1a7-1c44-4413-a80e-d44e4cdf95d8.jpg
98,憂憂,雄,犬,中,成年,米克斯,動物救援,103111905,,未絕育,黑,"心絲蟲陽性

我是憂憂
可能眼神太Blue了
所以被取名為憂憂
希望我可以趕快找到一個專屬的溫暖
不會再出現這樣憂鬱的神情>O<",臺北市動物之家 收容編號103111905,02-87913062,tcapoa8@mail.taipei.gov.tw,,,,http://163.29.39.183/uploads/images/medium/34b162f5-bd82-4443-b048-3dbc61d61394.jpg
99,小率,雄,犬,中,年輕,米克斯,動物救援,103111503,,未絕育,黃,"健康評估：
103.11.15施打八合一及狂犬病疫苗
104.5.7施打晶片及完成絕育

行為評估：友善、親人；會兇其他狗",臺北市動物之家 收容編號103111503,02-87913062,tcapoa8@mail.taipei.gov.tw,,,,http://163.29.39.183/uploads/images/medium/4bcc8177-79f2-445a-881f-827753ab31d2.jpg
100,阿南,雄,貓,中,成年,米克斯,民眾拾獲,103111308,900073000029229,未絕育,黑,"右外側肩胛及前胸撕裂傷
大家好!我的名字叫阿南，個性有些緊張的我，很想要一個疼愛我、包容我的家!可以給我這個機會嗎?",臺北市動物之家 收容編號103111308,02-87913062,tcapoa8@mail.taipei.gov.tw,,,,http://163.29.39.183/uploads/images/medium/1a4bd5cc-7402-450c-9942-0d05842c000a.jpg
101,山頂洞人,雄,其他,大,成年,寵物兔,動物救援,103111302,,已絕育,黑白,"兔兔姓名：山頂洞人
預估歲數：約三歲（2014.07.17 救援兔僅能預估）
性　　別：男生

遭遺棄在內洞公園的山區，下半身機乎潰爛
經醫療檢查之後發現，過去有頸椎受傷的痕跡、肋骨也有斷裂的舊傷、下半身嚴重胼肢與脫毛，營養不良導致貧血，肝腎指數偏高,目前體重僅1.8公斤，需追蹤複查。
2014/7/30 回診 ，恢復良好目前體重2.2公斤，貧血狀況已經恢復正常了，持續服用葡萄糖胺約一個月加強恢復身體功能",台北市愛兔協會,0922560178,service@rabbit.org.tw,需評估,需評估,,http://163.29.39.183/uploads/images/medium/a27766e9-23bd-483a-9307-7c705b24439d.jpg
102,溜溜,雌,犬,小,年輕,米克斯,動物救援,103110513,,未絕育,黑白,"我是溜溜
個性害羞內向
不過又充滿了好奇心
現在與人互動還在學習ing
摸摸我雖然仍舊會閃躲
但我可不會亂兇人唷
再多給我一些耐心及時間
我一定可以表現的越來越棒的!!!!",臺北市動物之家 收容編號103110513,02-87913062,tcapoa8@mail.taipei.gov.tw,,,,http://163.29.39.183/uploads/images/medium/8a0f31a1-a2d9-46f8-b31f-403d37d5f0bd.jpg
105,琪琪,雌,犬,中,成年,米克斯,民眾不擬續養,103102813,900138000388815,已絕育,棕,"我是好愛散步好愛被摸摸的琪琪
我的黑嘴嘴很可愛喔~
拜託給我一輩子的幸福嘛~",臺北市動物之家 收容編號103102813,02-87913062,tcapoa8@mail.taipei.gov.tw,,,,http://163.29.39.183/uploads/images/medium/c658f1c4-8bf3-4f2c-a75c-18744d95e5f0.jpg
106,小哲,雄,犬,小,年輕,米克斯,民眾拾獲,103102617,,未絕育,黑,"左後腳骨折

我是小哲
去年10月來到動物之家的時候左後腳骨折
經過獸醫師們的持續治療現在我的腳腳沒事了唷~
我超級好動
第一次見面你可能無法招架
但相信愛我的人一定可以找到與我和平共處的生活方式~",臺北市動物之家 收容編號103102617,02-87913062,tcapoa8@mail.taipei.gov.tw,,,,http://163.29.39.183/uploads/images/medium/6108bc6d-a2a8-4986-9231-48a8fc866606.jpg
107,香腸,雄,犬,中,成年,米克斯,動物救援,103102404,,未絕育,黑,"右剪耳、已絕育
驗出心絲蟲(+)

我是香腸
同樣是個害羞靦腆的大男生
不過花點時間、動作輕點緩點
摸摸我是還可以接受的唷
被檢查出有心絲蟲的我依然在等待幸福的來臨
你們能夠給我一個機會嗎?",臺北市動物之家 收容編號103102404,02-87913062,tcapoa8@mail.taipei.gov.tw,,,,http://163.29.39.183/uploads/images/medium/e5859938-196a-4a37-93ec-769e9338d4bd.jpg
108,三角函數,雌,其他,大,成年,寵物兔,動物救援,103101704,,已絕育,黃白,"兔兔姓名：三角函數
預估歲數：約一歲（2014/09/25 救援兔僅能預估）
性　　別：女生

只因為受傷就棄養!!! 
本案件由醫院通報給協會
這隻小兔被遺棄在動物醫院
初步僅查兔兔的一隻手的骨頭完全碎裂
下顎骨也有骨折狀況
導致無法像正常兔子般的進食
之後兔兔由醫院做緊急手術
並協助將粉碎受傷的手截肢避免感染以保全生命
下巴處也經過緊急處理後
目前已經逐漸復原 可以自行進食了 ^^
目前轉由協會志工照顧",台北市愛兔協會,0922560178,service@rabbit.org.tw,需評估,需評估,,http://163.29.39.183/uploads/images/medium/dac3cffc-0b56-4b6b-a823-89fcbd74b734.jpg
109,米奇,雄,犬,小,年輕,米克斯,民眾不擬續養,103101214,,未絕育,黑,"胸白
哈囉!我是乖巧的米奇，給我一個機會讓我有個溫暖的家吧!",臺北市動物之家 收容編號103101214,02-87913062,tcapoa8@mail.taipei.gov.tw,,,,http://163.29.39.183/uploads/images/medium/5eddcf42-c114-4658-acda-c17dc7cd17e7.jpg
110,黑金,雄,犬,大,老年,米克斯,動物救援,103100809,,未絕育,黑,"左大腿內側皮病
大家好~我的名字叫黑金，我會跟隨及坐下喔!有心絲蟲的我，很需要一個安穩的家，給我一個感受溫暖的機會吧!",臺北市動物之家 收容編號103100809,02-87913062,tcapoa8@mail.taipei.gov.tw,,,,http://163.29.39.183/uploads/images/medium/c23e4303-593e-48c7-822f-9d7cc544ad80.jpg
111,大星,雄,犬,中,成年,米克斯,動物救援,103100304,,未絕育,黑,"壁蝨
驗出心絲蟲(+)

我叫大星
有些小貪吃
每到吃飯時間就好開心
看到小零食更是蹦蹦跳跳~~~
快來把大星我給帶回家
讓我吃得更壯壯吧!",臺北市動物之家 收容編號103100304,02-87913062,tcapoa8@mail.taipei.gov.tw,,,,http://163.29.39.183/uploads/images/medium/f434ffd2-16d5-41d1-9cb3-013ab217db54.jpg
112,孔明,雄,犬,中,成年,米克斯,民眾拾獲,103092426,,未絕育,虎斑,"疥癬

孔明我又跟大家見面了
無辜大眼賣萌放電
有沒有吸引到你們呀?
這還不快來把我帶回家
晚點就來不及了啦^O^",臺北市動物之家 收容編號103092426,02-87913062,tcapoa8@mail.taipei.gov.tw,,,,http://163.29.39.183/uploads/images/medium/c9f45c91-217f-47a5-827c-75102bbece97.jpg
113,乖乖,雌,犬,中,老年,米克斯,動物救援,103092008,,未絕育,黃,"我是乖乖
除了是一個乖孩子之外，還是一個超棒的媽咪唷~
我的孩子們都被我照顧得超級健康非常活潑呢
而且牠們都找到新家了
只剩我還在努力
不知道新的一年我可不可以也找到自己的新家呢？",臺北市動物之家 收容編號103092008,02-87913062,tcapoa8@mail.taipei.gov.tw,,,,http://163.29.39.183/uploads/images/medium/d7365cfe-1a7d-41ca-be0c-c643b25abec7.jpg
114,嘿咩,雄,貓,幼,幼齡,米克斯,,103091801,,未絕育,黑,"姓名:嘿咩
性別:男
預估生日:103年5月
個性活潑

認養人需年滿21歲、學生需家長同意、需能接受認養前探訪(大台北地區優先)、簽立認養切結書、晶片登記","臺北市流浪貓保護協會02-27261079(詢問時直接講貓名,不用講編號)",0227261079,jingyi@so-net.net.tw,,可(貓),2KG,http://163.29.39.183/uploads/images/medium/be4b47a3-e880-44de-bb5f-c3dd31e3e15b.jpg
115,米蘭,雌,貓,中,年輕,米克斯,動物救援,103091713,900073000029233,已絕育,黑白,你好!我是害羞文靜的米蘭，有點小感冒的我，很需要充滿愛的照顧喔!快來帶我回家好嗎?,臺北市動物之家 收容編號103091713,02-87913062,tcapoa8@mail.taipei.gov.tw,,,,http://163.29.39.183/uploads/images/medium/253efa6d-cf21-4bb4-94f7-d192f31df395.jpg
116,志明,雄,犬,大,老年,米克斯,動物救援,103091707,900138000407599,未絕育,黑,"水晶體老化

我是志明
雖然我已經是老公公了
但我的個性很棒，不管發生什麼事都保持穩重
誰要給我一個安詳幸福的晚年呢？",臺北市動物之家 收容編號103091707,02-87913062,tcapoa8@mail.taipei.gov.tw,,,,http://163.29.39.183/uploads/images/medium/85568d24-9fac-49ce-bf8e-ec0e92a8e422.jpg
117,碧昂絲,雌,貓,中,老年,米克斯,民眾拾獲,103091024,,未絕育,黑,"右剪耳 骨盆骨折、左腳骨折已癒合
大家好~我的名字叫碧昂絲，因為我受過傷，所以現在的行動比較不方便，但我還是可以爬高爬低喔!給我個機會吧!",臺北市動物之家 收容編號103091024,02-87913062,tcapoa8@mail.taipei.gov.tw,,,,http://163.29.39.183/uploads/images/medium/0dc9f820-1c03-4f5c-80c0-48d03132a048.jpg
118,酥酥,雌,犬,中,成年,米克斯,動物救援,103090504,,未絕育,黑白,"我是酥酥
每每看到我幾乎都是蜷縮在角落
是個非常內向的女生
但我對於摸摸是不會生氣反抗的唷
有時候我還會趁你轉身偷聞一下
來跟我多互動
讓我們之間的距離更近吧!!!",臺北市動物之家 收容編號103090504,02-87913062,tcapoa8@mail.taipei.gov.tw,,,,http://163.29.39.183/uploads/images/medium/cc3d91ef-0f09-4fa6-950e-f4d0260c37d5.jpg
119,迪克,雄,犬,中,成年,米克斯,動物救援,103082905,,未絕育,黑,"橘牽繩、皮病、貧血、皮病、虛弱、削瘦、壁蝨、四肢感染腫脹
驗出心絲蟲(+)

我叫迪克
剛到動物之家時虛弱也瘦瘦的
但現在已經開始變壯囉
而且力氣也變大了呢!
趕快帶我回家讓我成為更壯碩的猛男吧!!!!!",臺北市動物之家 收容編號103082905,02-87913062,tcapoa8@mail.taipei.gov.tw,,,,http://163.29.39.183/uploads/images/medium/884ff704-786f-44a9-b986-0a41f17aefd8.jpg
120,興旺,雄,犬,中,成年,米克斯,動物救援,103082608,,未絕育,黑,"尿道發炎、心絲蟲
大家好~我的名字叫興旺，有心絲蟲的我，很需要一個安穩的家，給我一個感受溫暖的機會吧!",臺北市動物之家 收容編號103082608,02-87913062,tcapoa8@mail.taipei.gov.tw,,,,http://163.29.39.183/uploads/images/medium/8da7c06e-0b4c-4c28-bc2d-d1b49269b178.jpg
121,芒果,雌,犬,中,成年,米克斯,動物救援,103082508,,未絕育,黃白,"我是芒果
害羞謹慎的女生
跟人互動還需要些時間
你們會是幫助我學習的那個人嗎
快快到動物之家找我吧!",臺北市動物之家 收容編號103082508,02-87913062,tcapoa8@mail.taipei.gov.tw,,,,http://163.29.39.183/uploads/images/medium/c52b9ada-a4aa-4a72-b195-2bd76c0a51a5.jpg
122,嘿嘿嘿,雄,貓,小,幼齡,米克斯,,103081804,,未絕育,黑,"姓名:嘿嘿嘿

性別:女

年紀:約103/5/20出生

個性:活潑、親人

身體狀況:已施打預防針、驅蟲

認養人需年滿21歲、學生需家長同意、需能接受認養前探訪(大台北地區優先)、簽立認養切結書、晶片登記",臺北市流浪貓保護協會02-27261079,0227261079,jingyi@so-net.net.tw,"可,太小的不建議","可,貓",2KG,http://163.29.39.183/uploads/images/medium/2e32ed85-dbc8-49da-817a-7770a3018a10.jpg
123,玉潤,雌,貓,大,年輕,米克斯,,103081803,,已絕育,黑,"姓名:玉潤

年齡:預估5-6歲(2014年接手)

個性:親人、稍瘦(目前正在養胖中)、新手認養可

已施打預防針、除蚤

認養人需年滿21歲、學生需家長同意、需能接受認養前探訪(大台北地區優先)、簽立認養切結書、晶片登記
",臺北市流浪貓保護協會02-27261079,0227261079,jingyi@so-net.net.tw,,"可,貓",2.8KG,http://163.29.39.183/uploads/images/medium/5a5703a5-096d-44fd-9599-c8399abb0d07.jpg
143,拿鐵,雌,犬,中,年輕,米克斯,動物救援,103060206,,未絕育,黑白,"我是害羞的拿鐵
現在尾巴受傷住在隔離室裡
如果想認養我可以先問問獸醫我的狀況唷
趕快來把我帶回家
讓我變得更加活潑開朗吧^O^",臺北市動物之家 收容編號103060206 ,02-87913062 ,tcapoa8@mail.taipei.gov.tw,,,,http://163.29.39.183/uploads/images/medium/b629421f-b909-48fc-a0e7-384bbe595ba4.jpg
124,珠圓,雌,貓,中,成年,米克斯,,103081802,,已絕育,虎斑白,"姓名:珠圓

年齡:預估5-6歲(2014年接手)

個性:親人、稍瘦(目前正在養胖中)、新手認養可

已施打預防針、除蚤

認養人需年滿21歲、學生需家長同意、需能接受認養前探訪(大台北地區優先)、簽立認養切結書、晶片登記
",臺北市流浪貓保護協會02-27261079,0227261079,jingyi@so-net.net.tw,,"可,貓",2.8KG,http://163.29.39.183/uploads/images/medium/fc1bf3a0-b5e2-4d0e-8b1f-1a5340e75669.jpg
